school,conference,school_id,year,division,conference_id
A&M-Corpus Christi,Independent,26172,2003,1,0
A&M-Corpus Christi,Independent,26172,2004,1,0
A&M-Corpus Christi,Independent,26172,2005,1,0
A&M-Corpus Christi,Independent,26172,2006,1,0
A&M-Corpus Christi,Southland,26172,2007,1,914
A&M-Corpus Christi,Southland,26172,2008,1,914
A&M-Corpus Christi,Southland,26172,2009,1,914
A&M-Corpus Christi,Southland,26172,2010,1,914
A&M-Corpus Christi,Southland,26172,2011,1,914
A&M-Corpus Christi,Southland,26172,2012,1,914
A&M-Corpus Christi,Southland,26172,2013,1,914
A&M-Corpus Christi,Southland,26172,2014,1,914
A&M-Corpus Christi,Southland,26172,2015,1,914
A&M-Corpus Christi,Southland,26172,2016,1,914
A&M-Corpus Christi,Southland,26172,2017,1,914
A&M-Corpus Christi,Southland,26172,2018,1,914
A&M-Corpus Christi,Southland,26172,2019,1,914
Abilene Christian,Southland,2,2014,1,914
Abilene Christian,Southland,2,2015,1,914
Abilene Christian,Southland,2,2016,1,914
Abilene Christian,Southland,2,2017,1,914
Abilene Christian,Southland,2,2018,1,914
Abilene Christian,Southland,2,2019,1,914
Air Force,MWC,721,2002,1,5486
Air Force,MWC,721,2003,1,5486
Air Force,MWC,721,2004,1,5486
Air Force,MWC,721,2005,1,5486
Air Force,MWC,721,2006,1,5486
Air Force,MWC,721,2007,1,5486
Air Force,MWC,721,2008,1,5486
Air Force,MWC,721,2009,1,5486
Air Force,MWC,721,2010,1,5486
Air Force,MWC,721,2011,1,5486
Air Force,MWC,721,2012,1,5486
Air Force,MWC,721,2013,1,5486
Air Force,MWC,721,2014,1,5486
Air Force,MWC,721,2015,1,5486
Air Force,MWC,721,2016,1,5486
Air Force,MWC,721,2017,1,5486
Air Force,MWC,721,2018,1,5486
Air Force,MWC,721,2019,1,5486
Akron,MAC,5,2002,1,875
Akron,MAC,5,2003,1,875
Akron,MAC,5,2004,1,875
Akron,MAC,5,2005,1,875
Akron,MAC,5,2006,1,875
Akron,MAC,5,2007,1,875
Akron,MAC,5,2008,1,875
Akron,MAC,5,2009,1,875
Akron,MAC,5,2010,1,875
Akron,MAC,5,2011,1,875
Akron,MAC,5,2012,1,875
Akron,MAC,5,2013,1,875
Akron,MAC,5,2014,1,875
Akron,MAC,5,2015,1,875
Akron,MAC,5,2016,1,875
Alabama,SEC,8,2002,1,911
Alabama,SEC,8,2003,1,911
Alabama,SEC,8,2004,1,911
Alabama,SEC,8,2005,1,911
Alabama,SEC,8,2006,1,911
Alabama,SEC,8,2007,1,911
Alabama,SEC,8,2008,1,911
Alabama,SEC,8,2009,1,911
Alabama,SEC,8,2010,1,911
Alabama,SEC,8,2011,1,911
Alabama,SEC,8,2012,1,911
Alabama,SEC,8,2013,1,911
Alabama,SEC,8,2014,1,911
Alabama,SEC,8,2015,1,911
Alabama,SEC,8,2016,1,911
Alabama,SEC,8,2017,1,911
Alabama,SEC,8,2018,1,911
Alabama,SEC,8,2019,1,911
Alabama A&M,SWAC,6,2002,1,916
Alabama A&M,SWAC,6,2003,1,916
Alabama A&M,SWAC,6,2004,1,916
Alabama A&M,SWAC,6,2005,1,916
Alabama A&M,SWAC,6,2006,1,916
Alabama A&M,SWAC,6,2007,1,916
Alabama A&M,SWAC,6,2008,1,916
Alabama A&M,SWAC,6,2009,1,916
Alabama A&M,SWAC,6,2010,1,916
Alabama A&M,SWAC,6,2011,1,916
Alabama A&M,SWAC,6,2012,1,916
Alabama A&M,SWAC,6,2013,1,916
Alabama A&M,SWAC,6,2014,1,916
Alabama A&M,SWAC,6,2015,1,916
Alabama A&M,SWAC,6,2016,1,916
Alabama A&M,SWAC,6,2017,1,916
Alabama A&M,SWAC,6,2018,1,916
Alabama A&M,SWAC,6,2019,1,916
Alabama St.,SWAC,7,2002,1,916
Alabama St.,SWAC,7,2003,1,916
Alabama St.,SWAC,7,2004,1,916
Alabama St.,SWAC,7,2005,1,916
Alabama St.,SWAC,7,2006,1,916
Alabama St.,SWAC,7,2007,1,916
Alabama St.,SWAC,7,2008,1,916
Alabama St.,SWAC,7,2009,1,916
Alabama St.,SWAC,7,2010,1,916
Alabama St.,SWAC,7,2011,1,916
Alabama St.,SWAC,7,2012,1,916
Alabama St.,SWAC,7,2013,1,916
Alabama St.,SWAC,7,2014,1,916
Alabama St.,SWAC,7,2015,1,916
Alabama St.,SWAC,7,2016,1,916
Alabama St.,SWAC,7,2017,1,916
Alabama St.,SWAC,7,2018,1,916
Alabama St.,SWAC,7,2019,1,916
Albany (NY),America East,14,2002,1,845
Albany (NY),America East,14,2003,1,845
Albany (NY),America East,14,2004,1,845
Albany (NY),America East,14,2005,1,845
Albany (NY),America East,14,2006,1,845
Albany (NY),America East,14,2007,1,845
Albany (NY),America East,14,2008,1,845
Albany (NY),America East,14,2009,1,845
Albany (NY),America East,14,2010,1,845
Albany (NY),America East,14,2011,1,845
Albany (NY),America East,14,2012,1,845
Albany (NY),America East,14,2013,1,845
Albany (NY),America East,14,2014,1,845
Albany (NY),America East,14,2015,1,845
Albany (NY),America East,14,2016,1,845
Albany (NY),America East,14,2017,1,845
Albany (NY),America East,14,2018,1,845
Albany (NY),America East,14,2019,1,845
Alcorn,SWAC,17,2002,1,916
Alcorn,SWAC,17,2003,1,916
Alcorn,SWAC,17,2004,1,916
Alcorn,SWAC,17,2005,1,916
Alcorn,SWAC,17,2006,1,916
Alcorn,SWAC,17,2007,1,916
Alcorn,SWAC,17,2008,1,916
Alcorn,SWAC,17,2009,1,916
Alcorn,SWAC,17,2010,1,916
Alcorn,SWAC,17,2011,1,916
Alcorn,SWAC,17,2012,1,916
Alcorn,SWAC,17,2013,1,916
Alcorn,SWAC,17,2014,1,916
Alcorn,SWAC,17,2015,1,916
Alcorn,SWAC,17,2016,1,916
Alcorn,SWAC,17,2017,1,916
Alcorn,SWAC,17,2018,1,916
Alcorn,SWAC,17,2019,1,916
Appalachian St.,SoCon,27,2002,1,912
Appalachian St.,SoCon,27,2003,1,912
Appalachian St.,SoCon,27,2004,1,912
Appalachian St.,SoCon,27,2005,1,912
Appalachian St.,SoCon,27,2006,1,912
Appalachian St.,SoCon,27,2007,1,912
Appalachian St.,SoCon,27,2008,1,912
Appalachian St.,SoCon,27,2009,1,912
Appalachian St.,SoCon,27,2010,1,912
Appalachian St.,SoCon,27,2011,1,912
Appalachian St.,SoCon,27,2012,1,912
Appalachian St.,SoCon,27,2013,1,912
Appalachian St.,SoCon,27,2014,1,912
Appalachian St.,Sun Belt,27,2015,1,818
Appalachian St.,Sun Belt,27,2016,1,818
Appalachian St.,Sun Belt,27,2017,1,818
Appalachian St.,Sun Belt,27,2018,1,818
Appalachian St.,Sun Belt,27,2019,1,818
Arizona,Pac-12,29,2002,1,905
Arizona,Pac-12,29,2003,1,905
Arizona,Pac-12,29,2004,1,905
Arizona,Pac-12,29,2005,1,905
Arizona,Pac-12,29,2006,1,905
Arizona,Pac-12,29,2007,1,905
Arizona,Pac-12,29,2008,1,905
Arizona,Pac-12,29,2009,1,905
Arizona,Pac-12,29,2010,1,905
Arizona,Pac-12,29,2011,1,905
Arizona,Pac-12,29,2012,1,905
Arizona,Pac-12,29,2013,1,905
Arizona,Pac-12,29,2014,1,905
Arizona,Pac-12,29,2015,1,905
Arizona,Pac-12,29,2016,1,905
Arizona,Pac-12,29,2017,1,905
Arizona,Pac-12,29,2018,1,905
Arizona,Pac-12,29,2019,1,905
Arizona St.,Pac-12,28,2002,1,905
Arizona St.,Pac-12,28,2003,1,905
Arizona St.,Pac-12,28,2004,1,905
Arizona St.,Pac-12,28,2005,1,905
Arizona St.,Pac-12,28,2006,1,905
Arizona St.,Pac-12,28,2007,1,905
Arizona St.,Pac-12,28,2008,1,905
Arizona St.,Pac-12,28,2009,1,905
Arizona St.,Pac-12,28,2010,1,905
Arizona St.,Pac-12,28,2011,1,905
Arizona St.,Pac-12,28,2012,1,905
Arizona St.,Pac-12,28,2013,1,905
Arizona St.,Pac-12,28,2014,1,905
Arizona St.,Pac-12,28,2015,1,905
Arizona St.,Pac-12,28,2016,1,905
Arizona St.,Pac-12,28,2017,1,905
Arizona St.,Pac-12,28,2018,1,905
Arizona St.,Pac-12,28,2019,1,905
Ark.-Pine Bluff,SWAC,2678,2002,1,916
Ark.-Pine Bluff,SWAC,2678,2003,1,916
Ark.-Pine Bluff,SWAC,2678,2004,1,916
Ark.-Pine Bluff,SWAC,2678,2005,1,916
Ark.-Pine Bluff,SWAC,2678,2006,1,916
Ark.-Pine Bluff,SWAC,2678,2007,1,916
Ark.-Pine Bluff,SWAC,2678,2008,1,916
Ark.-Pine Bluff,SWAC,2678,2009,1,916
Ark.-Pine Bluff,SWAC,2678,2010,1,916
Ark.-Pine Bluff,SWAC,2678,2011,1,916
Ark.-Pine Bluff,SWAC,2678,2012,1,916
Ark.-Pine Bluff,SWAC,2678,2013,1,916
Ark.-Pine Bluff,SWAC,2678,2014,1,916
Ark.-Pine Bluff,SWAC,2678,2015,1,916
Ark.-Pine Bluff,SWAC,2678,2016,1,916
Ark.-Pine Bluff,SWAC,2678,2017,1,916
Ark.-Pine Bluff,SWAC,2678,2018,1,916
Ark.-Pine Bluff,SWAC,2678,2019,1,916
Arkansas,SEC,31,2002,1,911
Arkansas,SEC,31,2003,1,911
Arkansas,SEC,31,2004,1,911
Arkansas,SEC,31,2005,1,911
Arkansas,SEC,31,2006,1,911
Arkansas,SEC,31,2007,1,911
Arkansas,SEC,31,2008,1,911
Arkansas,SEC,31,2009,1,911
Arkansas,SEC,31,2010,1,911
Arkansas,SEC,31,2011,1,911
Arkansas,SEC,31,2012,1,911
Arkansas,SEC,31,2013,1,911
Arkansas,SEC,31,2014,1,911
Arkansas,SEC,31,2015,1,911
Arkansas,SEC,31,2016,1,911
Arkansas,SEC,31,2017,1,911
Arkansas,SEC,31,2018,1,911
Arkansas,SEC,31,2019,1,911
Arkansas St.,Sun Belt,30,2002,1,818
Arkansas St.,Sun Belt,30,2003,1,818
Arkansas St.,Sun Belt,30,2004,1,818
Arkansas St.,Sun Belt,30,2005,1,818
Arkansas St.,Sun Belt,30,2006,1,818
Arkansas St.,Sun Belt,30,2007,1,818
Arkansas St.,Sun Belt,30,2008,1,818
Arkansas St.,Sun Belt,30,2009,1,818
Arkansas St.,Sun Belt,30,2010,1,818
Arkansas St.,Sun Belt,30,2011,1,818
Arkansas St.,Sun Belt,30,2012,1,818
Arkansas St.,Sun Belt,30,2013,1,818
Arkansas St.,Sun Belt,30,2014,1,818
Arkansas St.,Sun Belt,30,2015,1,818
Arkansas St.,Sun Belt,30,2016,1,818
Arkansas St.,Sun Belt,30,2017,1,818
Arkansas St.,Sun Belt,30,2018,1,818
Arkansas St.,Sun Belt,30,2019,1,818
Army West Point,Patriot,725,2002,1,838
Army West Point,Patriot,725,2003,1,838
Army West Point,Patriot,725,2004,1,838
Army West Point,Patriot,725,2005,1,838
Army West Point,Patriot,725,2006,1,838
Army West Point,Patriot,725,2007,1,838
Army West Point,Patriot,725,2008,1,838
Army West Point,Patriot,725,2009,1,838
Army West Point,Patriot,725,2010,1,838
Army West Point,Patriot,725,2011,1,838
Army West Point,Patriot,725,2012,1,838
Army West Point,Patriot,725,2013,1,838
Army West Point,Patriot,725,2014,1,838
Army West Point,Patriot,725,2015,1,838
Army West Point,Patriot,725,2016,1,838
Army West Point,Patriot,725,2017,1,838
Army West Point,Patriot,725,2018,1,838
Army West Point,Patriot,725,2019,1,838
Auburn,SEC,37,2002,1,911
Auburn,SEC,37,2003,1,911
Auburn,SEC,37,2004,1,911
Auburn,SEC,37,2005,1,911
Auburn,SEC,37,2006,1,911
Auburn,SEC,37,2007,1,911
Auburn,SEC,37,2008,1,911
Auburn,SEC,37,2009,1,911
Auburn,SEC,37,2010,1,911
Auburn,SEC,37,2011,1,911
Auburn,SEC,37,2012,1,911
Auburn,SEC,37,2013,1,911
Auburn,SEC,37,2014,1,911
Auburn,SEC,37,2015,1,911
Auburn,SEC,37,2016,1,911
Auburn,SEC,37,2017,1,911
Auburn,SEC,37,2018,1,911
Auburn,SEC,37,2019,1,911
Austin Peay,OVC,43,2002,1,902
Austin Peay,OVC,43,2003,1,902
Austin Peay,OVC,43,2004,1,902
Austin Peay,OVC,43,2005,1,902
Austin Peay,OVC,43,2006,1,902
Austin Peay,OVC,43,2007,1,902
Austin Peay,OVC,43,2008,1,902
Austin Peay,OVC,43,2009,1,902
Austin Peay,OVC,43,2010,1,902
Austin Peay,OVC,43,2011,1,902
Austin Peay,OVC,43,2012,1,902
Austin Peay,OVC,43,2013,1,902
Austin Peay,OVC,43,2014,1,902
Austin Peay,OVC,43,2015,1,902
Austin Peay,OVC,43,2016,1,902
Austin Peay,OVC,43,2017,1,902
Austin Peay,OVC,43,2018,1,902
Austin Peay,OVC,43,2019,1,902
Ball St.,MAC,47,2002,1,875
Ball St.,MAC,47,2003,1,875
Ball St.,MAC,47,2004,1,875
Ball St.,MAC,47,2005,1,875
Ball St.,MAC,47,2006,1,875
Ball St.,MAC,47,2007,1,875
Ball St.,MAC,47,2008,1,875
Ball St.,MAC,47,2009,1,875
Ball St.,MAC,47,2010,1,875
Ball St.,MAC,47,2011,1,875
Ball St.,MAC,47,2012,1,875
Ball St.,MAC,47,2013,1,875
Ball St.,MAC,47,2014,1,875
Ball St.,MAC,47,2015,1,875
Ball St.,MAC,47,2016,1,875
Ball St.,MAC,47,2017,1,875
Ball St.,MAC,47,2018,1,875
Ball St.,MAC,47,2019,1,875
Baylor,Big 12,51,2002,1,25354
Baylor,Big 12,51,2003,1,25354
Baylor,Big 12,51,2004,1,25354
Baylor,Big 12,51,2005,1,25354
Baylor,Big 12,51,2006,1,25354
Baylor,Big 12,51,2007,1,25354
Baylor,Big 12,51,2008,1,25354
Baylor,Big 12,51,2009,1,25354
Baylor,Big 12,51,2010,1,25354
Baylor,Big 12,51,2011,1,25354
Baylor,Big 12,51,2012,1,25354
Baylor,Big 12,51,2013,1,25354
Baylor,Big 12,51,2014,1,25354
Baylor,Big 12,51,2015,1,25354
Baylor,Big 12,51,2016,1,25354
Baylor,Big 12,51,2017,1,25354
Baylor,Big 12,51,2018,1,25354
Baylor,Big 12,51,2019,1,25354
Becker,Independent,26107,2002,1,0
Becker,Independent,26107,2003,1,0
Belmont,ASUN,14927,2002,1,920
Belmont,ASUN,14927,2003,1,920
Belmont,ASUN,14927,2004,1,920
Belmont,ASUN,14927,2005,1,920
Belmont,ASUN,14927,2006,1,920
Belmont,ASUN,14927,2007,1,920
Belmont,ASUN,14927,2008,1,920
Belmont,ASUN,14927,2009,1,920
Belmont,ASUN,14927,2010,1,920
Belmont,ASUN,14927,2011,1,920
Belmont,ASUN,14927,2012,1,920
Belmont,OVC,14927,2013,1,902
Belmont,OVC,14927,2014,1,902
Belmont,OVC,14927,2015,1,902
Belmont,OVC,14927,2016,1,902
Belmont,OVC,14927,2017,1,902
Belmont,OVC,14927,2018,1,902
Belmont,OVC,14927,2019,1,902
Berea,Independent,30171,2017,1,0
Bethany Lutheran,Independent,30038,2008,1,0
Bethune-Cookman,MEAC,61,2002,1,876
Bethune-Cookman,MEAC,61,2003,1,876
Bethune-Cookman,MEAC,61,2004,1,876
Bethune-Cookman,MEAC,61,2005,1,876
Bethune-Cookman,MEAC,61,2006,1,876
Bethune-Cookman,MEAC,61,2007,1,876
Bethune-Cookman,MEAC,61,2008,1,876
Bethune-Cookman,MEAC,61,2009,1,876
Bethune-Cookman,MEAC,61,2010,1,876
Bethune-Cookman,MEAC,61,2011,1,876
Bethune-Cookman,MEAC,61,2012,1,876
Bethune-Cookman,MEAC,61,2013,1,876
Bethune-Cookman,MEAC,61,2014,1,876
Bethune-Cookman,MEAC,61,2015,1,876
Bethune-Cookman,MEAC,61,2016,1,876
Bethune-Cookman,MEAC,61,2017,1,876
Bethune-Cookman,MEAC,61,2018,1,876
Bethune-Cookman,MEAC,61,2019,1,876
Binghamton,America East,62,2002,1,845
Binghamton,America East,62,2003,1,845
Binghamton,America East,62,2004,1,845
Binghamton,America East,62,2005,1,845
Binghamton,America East,62,2006,1,845
Binghamton,America East,62,2007,1,845
Binghamton,America East,62,2008,1,845
Binghamton,America East,62,2009,1,845
Binghamton,America East,62,2010,1,845
Binghamton,America East,62,2011,1,845
Binghamton,America East,62,2012,1,845
Binghamton,America East,62,2013,1,845
Binghamton,America East,62,2014,1,845
Binghamton,America East,62,2015,1,845
Binghamton,America East,62,2016,1,845
Binghamton,America East,62,2017,1,845
Binghamton,America East,62,2018,1,845
Binghamton,America East,62,2019,1,845
Birmingham-So.,Big South,28593,2004,1,826
Birmingham-So.,Big South,28593,2005,1,826
Birmingham-So.,Big South,28593,2006,1,826
Birmingham-So.,Big South,28593,2007,1,826
Birmingham-So.,Big South,28593,2008,1,826
Bluefield St.,Independent,985,2015,1,0
Bluefield St.,Independent,985,2016,1,0
Bluefield St.,Independent,985,2017,1,0
Boston College,AAC,67,2002,1,823
Boston College,AAC,67,2003,1,823
Boston College,AAC,67,2004,1,823
Boston College,AAC,67,2005,1,823
Boston College,ACC,67,2006,1,821
Boston College,ACC,67,2007,1,821
Boston College,ACC,67,2008,1,821
Boston College,ACC,67,2009,1,821
Boston College,ACC,67,2010,1,821
Boston College,ACC,67,2011,1,821
Boston College,ACC,67,2012,1,821
Boston College,ACC,67,2013,1,821
Boston College,ACC,67,2014,1,821
Boston College,ACC,67,2015,1,821
Boston College,ACC,67,2016,1,821
Boston College,ACC,67,2017,1,821
Boston College,ACC,67,2018,1,821
Boston College,ACC,67,2019,1,821
Bowling Green,MAC,71,2002,1,875
Bowling Green,MAC,71,2003,1,875
Bowling Green,MAC,71,2004,1,875
Bowling Green,MAC,71,2005,1,875
Bowling Green,MAC,71,2006,1,875
Bowling Green,MAC,71,2007,1,875
Bowling Green,MAC,71,2008,1,875
Bowling Green,MAC,71,2009,1,875
Bowling Green,MAC,71,2010,1,875
Bowling Green,MAC,71,2011,1,875
Bowling Green,MAC,71,2012,1,875
Bowling Green,MAC,71,2013,1,875
Bowling Green,MAC,71,2014,1,875
Bowling Green,MAC,71,2015,1,875
Bowling Green,MAC,71,2016,1,875
Bowling Green,MAC,71,2017,1,875
Bowling Green,MAC,71,2018,1,875
Bowling Green,MAC,71,2019,1,875
Bradley,MVC,72,2002,1,884
Bradley,MVC,72,2003,1,884
Bradley,MVC,72,2004,1,884
Bradley,MVC,72,2005,1,884
Bradley,MVC,72,2006,1,884
Bradley,MVC,72,2007,1,884
Bradley,MVC,72,2008,1,884
Bradley,MVC,72,2009,1,884
Bradley,MVC,72,2010,1,884
Bradley,MVC,72,2011,1,884
Bradley,MVC,72,2012,1,884
Bradley,MVC,72,2013,1,884
Bradley,MVC,72,2014,1,884
Bradley,MVC,72,2015,1,884
Bradley,MVC,72,2016,1,884
Bradley,MVC,72,2017,1,884
Bradley,MVC,72,2018,1,884
Bradley,MVC,72,2019,1,884
Brevard,Independent,30094,2008,1,0
Brown,Ivy League,80,2002,1,865
Brown,Ivy League,80,2003,1,865
Brown,Ivy League,80,2004,1,865
Brown,Ivy League,80,2005,1,865
Brown,Ivy League,80,2006,1,865
Brown,Ivy League,80,2007,1,865
Brown,Ivy League,80,2008,1,865
Brown,Ivy League,80,2009,1,865
Brown,Ivy League,80,2010,1,865
Brown,Ivy League,80,2011,1,865
Brown,Ivy League,80,2012,1,865
Brown,Ivy League,80,2013,1,865
Brown,Ivy League,80,2014,1,865
Brown,Ivy League,80,2015,1,865
Brown,Ivy League,80,2016,1,865
Brown,Ivy League,80,2017,1,865
Brown,Ivy League,80,2018,1,865
Brown,Ivy League,80,2019,1,865
Bryant,NEC,81,2010,1,846
Bryant,NEC,81,2011,1,846
Bryant,NEC,81,2012,1,846
Bryant,NEC,81,2013,1,846
Bryant,NEC,81,2014,1,846
Bryant,NEC,81,2015,1,846
Bryant,NEC,81,2016,1,846
Bryant,NEC,81,2017,1,846
Bryant,NEC,81,2018,1,846
Bryant,NEC,81,2019,1,846
Bucknell,Patriot,83,2002,1,838
Bucknell,Patriot,83,2003,1,838
Bucknell,Patriot,83,2004,1,838
Bucknell,Patriot,83,2005,1,838
Bucknell,Patriot,83,2006,1,838
Bucknell,Patriot,83,2007,1,838
Bucknell,Patriot,83,2008,1,838
Bucknell,Patriot,83,2009,1,838
Bucknell,Patriot,83,2010,1,838
Bucknell,Patriot,83,2011,1,838
Bucknell,Patriot,83,2012,1,838
Bucknell,Patriot,83,2013,1,838
Bucknell,Patriot,83,2014,1,838
Bucknell,Patriot,83,2015,1,838
Bucknell,Patriot,83,2016,1,838
Bucknell,Patriot,83,2017,1,838
Bucknell,Patriot,83,2018,1,838
Bucknell,Patriot,83,2019,1,838
Buffalo,MAC,86,2002,1,875
Buffalo,MAC,86,2003,1,875
Buffalo,MAC,86,2004,1,875
Buffalo,MAC,86,2005,1,875
Buffalo,MAC,86,2006,1,875
Buffalo,MAC,86,2007,1,875
Buffalo,MAC,86,2008,1,875
Buffalo,MAC,86,2009,1,875
Buffalo,MAC,86,2010,1,875
Buffalo,MAC,86,2011,1,875
Buffalo,MAC,86,2012,1,875
Buffalo,MAC,86,2013,1,875
Buffalo,MAC,86,2014,1,875
Buffalo,MAC,86,2015,1,875
Buffalo,MAC,86,2016,1,875
Buffalo,MAC,86,2017,1,875
Butler,Horizon,87,2002,1,881
Butler,Horizon,87,2003,1,881
Butler,Horizon,87,2004,1,881
Butler,Horizon,87,2005,1,881
Butler,Horizon,87,2006,1,881
Butler,Horizon,87,2007,1,881
Butler,Horizon,87,2008,1,881
Butler,Horizon,87,2009,1,881
Butler,Horizon,87,2010,1,881
Butler,Horizon,87,2011,1,881
Butler,Horizon,87,2012,1,881
Butler,Atlantic 10,87,2013,1,820
Butler,Big East,87,2014,1,30184
Butler,Big East,87,2015,1,30184
Butler,Big East,87,2016,1,30184
Butler,Big East,87,2017,1,30184
Butler,Big East,87,2018,1,30184
Butler,Big East,87,2019,1,30184
BYU,MWC,77,2002,1,5486
BYU,MWC,77,2003,1,5486
BYU,MWC,77,2004,1,5486
BYU,MWC,77,2005,1,5486
BYU,MWC,77,2006,1,5486
BYU,MWC,77,2007,1,5486
BYU,MWC,77,2008,1,5486
BYU,MWC,77,2009,1,5486
BYU,MWC,77,2010,1,5486
BYU,MWC,77,2011,1,5486
BYU,WCC,77,2012,1,922
BYU,WCC,77,2013,1,922
BYU,WCC,77,2014,1,922
BYU,WCC,77,2015,1,922
BYU,WCC,77,2016,1,922
BYU,WCC,77,2017,1,922
BYU,WCC,77,2018,1,922
BYU,WCC,77,2019,1,922
Cairn,Independent,1305,2004,1,0
Cal Poly,Big West,90,2002,1,904
Cal Poly,Big West,90,2003,1,904
Cal Poly,Big West,90,2004,1,904
Cal Poly,Big West,90,2005,1,904
Cal Poly,Big West,90,2006,1,904
Cal Poly,Big West,90,2007,1,904
Cal Poly,Big West,90,2008,1,904
Cal Poly,Big West,90,2009,1,904
Cal Poly,Big West,90,2010,1,904
Cal Poly,Big West,90,2011,1,904
Cal Poly,Big West,90,2012,1,904
Cal Poly,Big West,90,2013,1,904
Cal Poly,Big West,90,2014,1,904
Cal Poly,Big West,90,2015,1,904
Cal Poly,Big West,90,2016,1,904
Cal Poly,Big West,90,2017,1,904
Cal Poly,Big West,90,2018,1,904
Cal Poly,Big West,90,2019,1,904
Cal St. East Bay,Independent,98,2002,1,0
Cal St. East Bay,Independent,98,2003,1,0
Cal St. East Bay,Independent,98,2004,1,0
Cal St. East Bay,Independent,98,2005,1,0
Cal St. East Bay,Independent,98,2006,1,0
Cal St. East Bay,Independent,98,2007,1,0
Cal St. East Bay,Independent,98,2008,1,0
Cal St. East Bay,Independent,98,2009,1,0
Cal St. Fullerton,Big West,97,2002,1,904
Cal St. Fullerton,Big West,97,2003,1,904
Cal St. Fullerton,Big West,97,2004,1,904
Cal St. Fullerton,Big West,97,2005,1,904
Cal St. Fullerton,Big West,97,2006,1,904
Cal St. Fullerton,Big West,97,2007,1,904
Cal St. Fullerton,Big West,97,2008,1,904
Cal St. Fullerton,Big West,97,2009,1,904
Cal St. Fullerton,Big West,97,2010,1,904
Cal St. Fullerton,Big West,97,2011,1,904
Cal St. Fullerton,Big West,97,2012,1,904
Cal St. Fullerton,Big West,97,2013,1,904
Cal St. Fullerton,Big West,97,2014,1,904
Cal St. Fullerton,Big West,97,2015,1,904
Cal St. Fullerton,Big West,97,2016,1,904
Cal St. Fullerton,Big West,97,2017,1,904
Cal St. Fullerton,Big West,97,2018,1,904
Cal St. Fullerton,Big West,97,2019,1,904
Cal St. Monterey Bay,Independent,30055,2006,1,0
California,Pac-12,107,2002,1,905
California,Pac-12,107,2003,1,905
California,Pac-12,107,2004,1,905
California,Pac-12,107,2005,1,905
California,Pac-12,107,2006,1,905
California,Pac-12,107,2007,1,905
California,Pac-12,107,2008,1,905
California,Pac-12,107,2009,1,905
California,Pac-12,107,2010,1,905
California,Pac-12,107,2011,1,905
California,Pac-12,107,2012,1,905
California,Pac-12,107,2013,1,905
California,Pac-12,107,2014,1,905
California,Pac-12,107,2015,1,905
California,Pac-12,107,2016,1,905
California,Pac-12,107,2017,1,905
California,Pac-12,107,2018,1,905
California,Pac-12,107,2019,1,905
California Baptist,WAC,30135,2019,1,923
Campbell,ASUN,115,2002,1,920
Campbell,ASUN,115,2003,1,920
Campbell,ASUN,115,2004,1,920
Campbell,ASUN,115,2005,1,920
Campbell,ASUN,115,2006,1,920
Campbell,ASUN,115,2007,1,920
Campbell,ASUN,115,2008,1,920
Campbell,ASUN,115,2009,1,920
Campbell,ASUN,115,2010,1,920
Campbell,ASUN,115,2011,1,920
Campbell,Big South,115,2012,1,826
Campbell,Big South,115,2013,1,826
Campbell,Big South,115,2014,1,826
Campbell,Big South,115,2015,1,826
Campbell,Big South,115,2016,1,826
Campbell,Big South,115,2017,1,826
Campbell,Big South,115,2018,1,826
Campbell,Big South,115,2019,1,826
Canisius,MAAC,116,2002,1,871
Canisius,MAAC,116,2003,1,871
Canisius,MAAC,116,2004,1,871
Canisius,MAAC,116,2005,1,871
Canisius,MAAC,116,2006,1,871
Canisius,MAAC,116,2007,1,871
Canisius,MAAC,116,2008,1,871
Canisius,MAAC,116,2009,1,871
Canisius,MAAC,116,2010,1,871
Canisius,MAAC,116,2011,1,871
Canisius,MAAC,116,2012,1,871
Canisius,MAAC,116,2013,1,871
Canisius,MAAC,116,2014,1,871
Canisius,MAAC,116,2015,1,871
Canisius,MAAC,116,2016,1,871
Canisius,MAAC,116,2017,1,871
Canisius,MAAC,116,2018,1,871
Canisius,MAAC,116,2019,1,871
Castleton,Independent,123,2002,1,0
Castleton,Independent,123,2003,1,0
Cazenovia,Independent,23624,2002,1,0
Cazenovia,Independent,23624,2003,1,0
Cazenovia,Independent,23624,2004,1,0
Centenary (LA),Independent,125,2002,1,0
Centenary (LA),Independent,125,2003,1,0
Centenary (LA),Summit League,125,2004,1,819
Centenary (LA),Summit League,125,2005,1,819
Centenary (LA),Summit League,125,2006,1,819
Centenary (LA),Summit League,125,2007,1,819
Centenary (LA),Summit League,125,2008,1,819
Centenary (LA),Summit League,125,2009,1,819
Centenary (LA),Summit League,125,2010,1,819
Centenary (LA),Summit League,125,2011,1,819
Centenary (NJ),ECAC,12884,2002,1,847
Central Ark.,Southland,1004,2007,1,914
Central Ark.,Southland,1004,2008,1,914
Central Ark.,Southland,1004,2009,1,914
Central Ark.,Southland,1004,2010,1,914
Central Ark.,Southland,1004,2011,1,914
Central Ark.,Southland,1004,2012,1,914
Central Ark.,Southland,1004,2013,1,914
Central Ark.,Southland,1004,2014,1,914
Central Ark.,Southland,1004,2015,1,914
Central Ark.,Southland,1004,2016,1,914
Central Ark.,Southland,1004,2017,1,914
